Reef,Zone,Latitude,Longitude,median_ubed90,per_suitable,temp_median,Secchi_median
OPAL (2),Flank1,-16.2039103,145.9039923,0.525706112,0.905652174,26.98925591,19.23717308
OSBORNE REEF,Back,-13.03493963,143.6237843,0.136863202,0.614210526,27.10801697,14.35374546
OSBORNE REEF,Flank2,-13.04715532,143.617136,0.046056298,0.621071429,27.13255596,14.35374546
OSBORNE REEF,Front,-13.04705479,143.6316436,0.165709034,0.7858,27.10878563,14.35374546
OSBORNE REEF,Flank1,-13.03232877,143.6372184,0.136396855,0.650625,27.13340282,14.35374546
PEARSON REEF,Flank1,-11.56239429,143.7238883,0.350348487,0.983888889,27.18189144,20.35931969
PEARSON REEF,Back,-11.5636473,143.7101706,0.177639309,0.902758621,27.16169548,20.35931969
PEARSON REEF,Front,-11.57051174,143.7247245,0.486233979,0.996842105,27.18189144,20.35931969
PEARSON REEF,Flank2,-11.57199541,143.7099614,0.231191531,0.9965,27.16169548,20.35931969
PEART REEF,Flank2,-17.49615847,146.3975397,0.285149157,0.379375,26.87852097,17.22692871
PEART REEF,Front,-17.49110091,146.408555,0.466407523,0.862285714,26.89809895,17.22692871
PEART REEF,Flank1,-17.46758685,146.4034595,0.583443612,0.938461538,26.96011543,17.22692871
PEART REEF,Back,-17.48103448,146.4017141,0.340880468,0.107777778,27.01717377,17.22692871
PENRITH REEF,Flank2,-21.0284153,149.9077286,0.630024314,NA,25.93975258,13.82272148
PENRITH REEF,Flank1,-21.00251213,149.8949808,0.377913594,NA,25.95348454,13.82272148
PENRITH REEF,Front,-21.01346582,149.9113184,0.560645759,NA,25.9211216,13.82272148
PENRITH REEF,Back,-21.01847215,149.8899653,0.433205843,NA,27.0718441,13.82272148
PICKERSGILL REEF,Front,-15.87758797,145.6021168,0.433601782,0.963181818,26.99507141,17.12673569
PICKERSGILL REEF,Flank1,-15.86187836,145.5802572,0.473309532,0.858888889,26.8799839,17.12673569
PICKERSGILL REEF,Flank2,-15.88800808,145.5890323,0.423975095,0.863934426,26.91529846,17.12673569
PICKERSGILL REEF,Back,-15.87373087,145.5626337,0.324305266,0.720873016,27.0718441,17.12673569
POMPEY REEF (NO 1),Flank2,-20.93877324,150.5375666,0.244009636,0.699583333,25.95809364,16.56685829
POMPEY REEF (NO 1),Front,-20.93679652,150.5560192,0.411854491,0.948717949,25.59917545,16.56685829
POMPEY REEF (NO 1),Flank1,-20.92331979,150.5605766,0.490218066,0.6,25.54051781,16.56685829
POMPEY REEF (NO 1),Back,-20.9271844,150.5458842,0.266865864,0.280909091,25.91656494,16.56685829
POMPEY REEF (NO 2),Flank2,-20.99099184,150.5155649,0.220468037,0.642,25.96904945,16.3758316
POMPEY REEF (NO 2),Front,-20.99452211,150.5312565,0.370598301,0.899354839,25.98269463,16.3758316
POMPEY REEF (NO 2),Flank1,-20.98032806,150.5402943,0.425484449,0.863,25.9852562,16.3758316
POMPEY REEF (NO 2),Back,-20.98046494,150.5255834,0.240852781,0.392888889,25.97196388,16.3758316
POTTER REEF (NO 1),Flank2,-17.71664885,146.5285344,NA,0.5495,26.86888409,17.33180809
POTTER REEF (NO 1),Flank1,-17.66505207,146.5607355,0.582310319,0.964444444,26.97979546,17.33180809
POTTER REEF (NO 1),Back,-17.69234949,146.5487911,NA,0.100794702,26.8737402,17.33180809
POTTER REEF (NO 1),Front,-17.69714135,146.5575459,NA,0.992962963,26.8737402,17.33180809
QUOIN REEF(12027),Flank1,-12.40215758,143.4883698,0.236393493,0.613333333,27.29823399,9.86598587
QUOIN REEF(12027),Front,-12.4046807,143.4898924,0.23815915,0.7025,27.30691624,9.86598587
QUOIN REEF(12027),Flank2,-12.40519485,143.4876177,0.125698259,0.582857143,27.30691624,9.86598587
QUOIN REEF(12027),Back,-12.40292516,143.4871354,0.114031356,0.7,27.29823399,9.86598587
RACHEL CARSON REEF,Front,-15.82630049,145.826595,0.93610926,1,26.9973278,24.87211609
RACHEL CARSON REEF,Flank2,-15.8407983,145.8213514,0.678931117,0.98125,26.96150589,24.87211609
RACHEL CARSON REEF,Flank1,-15.81218093,145.8187208,0.5936158,0.997142857,26.9963274,24.87211609
RACHEL CARSON REEF,Back,-15.82847801,145.8155206,0.353725344,0.922195122,26.93192863,24.87211609
REBE REEF,Flank1,-19.79272372,150.1526123,0.34848243,0.822941176,25.78831196,15.20030785
REBE REEF,Back,-19.80108502,150.1439024,0.263275295,0.664,25.79547405,15.20030785
REBE REEF,Front,-19.80325539,150.1598332,0.677389264,1,25.78588581,15.20030785
REBE REEF,Flank2,-19.81154669,150.1453351,0.366228148,0.941666667,25.8042717,15.20030785
RIB REEF,Flank1,-18.47514748,146.8759362,0.315850005,0.790571429,26.80309391,20.57598495
RIB REEF,Front,-18.48698602,146.8806916,0.455762774,1,26.77790737,20.57598495
RIB REEF,Back,-18.47965043,146.871284,0.358713314,0.399305556,26.80309391,20.57598495
RIB REEF,Flank2,-18.48822301,146.8690105,0.301403716,0.868275862,26.80319786,20.57598495
RIBBON NO 1 REEF,Flank1,-15.59575718,145.8032418,0.279745787,0.96,26.98326206,21.67823601
RIBBON NO 1 REEF,Flank2,-15.61741699,145.8052459,0.328017384,0.852307692,26.94309521,21.67823601
RIBBON NO 1 REEF,Front,-15.60632113,145.8098446,0.490121625,1,26.99325275,21.67823601
RIBBON NO 1 REEF,Back,-15.60611158,145.8010852,0.172391698,0.735384615,26.96069717,21.67823601
RIBBON NO 3 REEF,Flank1,-15.46681172,145.8063999,0.260193892,0.763333333,26.87643433,22.00553894
RIBBON NO 3 REEF,Front,-15.49011734,145.8130534,0.589560285,0.99979798,26.88380432,22.00553894
RIBBON NO 3 REEF,Back,-15.48854917,145.8048929,0.204251815,0.180864198,26.88380432,22.00553894
RIBBON NO 3 REEF,Flank2,-15.51138558,145.7976237,0.222781211,0.908125,26.9312458,22.00553894
RIBBON NO 6 REEF,Front,-15.27380263,145.7588926,0.774114057,0.999019608,26.88239861,21.39964867
RIBBON NO 6 REEF,Back,-15.2808175,145.7509965,0.150528327,0.378305085,26.88834858,21.39964867
RIBBON NO 6 REEF,Flank2,-15.29772338,145.7588158,0.527637243,0.988695652,26.9058876,21.39964867
RIBBON NO 6 REEF,Flank1,-15.258576,145.7476711,0.315771908,0.97625,26.92572212,21.39964867
RIBBON NO 9 REEF,Back,-14.98956876,145.7081976,0.153145745,0.054528302,26.84845638,23.06798363
RIBBON NO 9 REEF,Flank2,-15.01416655,145.6994868,0.17336645,0.57375,26.86240578,23.06798363
RIBBON NO 9 REEF,Flank1,-14.96497701,145.7028549,0.15838116,0.59,26.84620857,23.06798363
RIBBON NO 9 REEF,Front,-14.98881651,145.7139658,0.678263664,0.999478261,26.86683941,23.06798363
RODDA REEF,Flank2,-13.93010773,144.3613394,0.085550945,0.913571429,26.99507141,19.12721062
RODDA REEF,Flank1,-13.91360489,144.3547601,0.128156848,0.3725,26.89441776,19.12721062
RODDA REEF,Front,-13.91843136,144.367408,0.276616573,0.827317073,27.01573277,19.12721062
RODDA REEF,Back,-13.92392055,144.3455726,0.059328666,0.869705882,26.96085358,19.12721062
ROXBURGH REEF,Front,-18.43852719,147.0598786,0.638662785,0.992857143,26.67879391,20.51555252
ROXBURGH REEF,Flank1,-18.43148115,147.0596627,0.702288568,1,26.68410873,20.51555252
ROXBURGH REEF,Back,-18.43542185,147.0546621,0.227335848,0.71,26.67879391,20.51555252
ROXBURGH REEF,Flank2,-18.44401632,147.0550184,0.4627937,0.997,26.6857357,20.51555252
SAND BANK NO 1 REEF,Flank2,-14.19795975,144.8796938,0.087930432,0.847142857,26.69640064,20.38827133
SAND BANK NO 1 REEF,Back,-14.19190339,144.8936301,0.392461002,0.984848485,26.77411079,20.38827133
SAND BANK NO 1 REEF,Flank1,-14.19987862,144.9045781,0.189944424,0.811666667,26.70244408,20.38827133
SAND BANK NO 1 REEF,Front,-14.20709954,144.891351,0.1789538,0.458333333,26.70912075,20.38827133
SAND BANK NO 8 REEF,Back,-13.36451438,143.9537742,0.055390747,0.769375,27.01342773,20.4418087
SAND BANK NO 8 REEF,Flank1,-13.36179239,143.9634227,0.28108792,0.942142857,27.04691219,20.4418087
SAND BANK NO 8 REEF,Front,-13.36782884,143.97071,0.344009668,0.848823529,27.04691219,20.4418087
SAND BANK NO 8 REEF,Flank2,-13.37197135,143.9610116,0.15063931,0.828571429,27.01342773,20.4418087
SAVILLE-KENT REEF,Flank2,-18.87316833,147.8932163,0.192874715,0.87952381,26.58844662,20.2430954
SAVILLE-KENT REEF,Front,-18.85713583,147.9033584,0.492355391,0.995645161,26.69291496,20.2430954
SAVILLE-KENT REEF,Back,-18.85803557,147.898191,0.22417862,0.534189189,26.69291496,20.2430954
SAVILLE-KENT REEF,Flank1,-18.84216925,147.8936445,0.319837242,0.915384615,26.55364895,20.2430954
SAXON REEF,Front,-16.46409873,145.9923553,0.708162129,1,27.06007767,23.37110329
SAXON REEF,Back,-16.46436009,145.9814623,0.294924833,0.862777778,27.02917862,23.37110329
SAXON REEF,Flank1,-16.46015454,145.9909091,0.587222472,1,27.06059837,23.37110329
SAXON REEF,Flank2,-16.4679802,145.9845514,0.555558592,1,27.04077816,23.37110329
SCOTT REEF,Back,-17.06296149,146.1909565,0.311226331,0.464637681,26.88533688,18.60990906
SCOTT REEF,Flank1,-17.07008505,146.2050328,0.428375371,1,26.9898653,18.60990906
SCOTT REEF,Front,-17.09246981,146.1969779,0.414039865,0.999347826,NA,18.60990906
SCOTT REEF,Flank2,-17.07973743,146.1748072,0.320496917,0.631956522,26.82727146,18.60990906
SECOND SMALL REEF,Back,-12.5867975,143.7910708,0.086369641,0.990909091,27.13387966,22.2710495
SECOND SMALL REEF,Flank2,-12.58346083,143.7991715,0.215339631,0.824285714,27.13457394,22.2710495
SECOND SMALL REEF,Front,-12.57681868,143.7983003,0.240443945,0.957,27.15241909,22.2710495
SECOND SMALL REEF,Flank1,-12.58071883,143.791108,0.120367259,0.802142857,27.1318779,22.2710495
SHELL REEF,Flank1,-19.05259275,148.1826465,0.298184097,0.978461538,26.60940647,19.66867828
SHELL REEF,Front,-19.05436458,148.1916386,0.401993252,1,26.62198734,19.66867828
SHELL REEF,Back,-19.059927,148.1773777,0.141294077,0.910625,26.60353756,19.66867828
SHELL REEF,Flank2,-19.06179819,148.1839667,0.349614114,0.983888889,26.59377384,19.66867828
SHOWERS REEF,Front,-19.49570749,148.9084848,0.602029085,0.99475,26.1818924,18.92481804
SHOWERS REEF,Back,-19.48934521,148.8914233,0.146441367,0.407209302,26.18141079,18.92481804
SHOWERS REEF,Flank1,-19.47827867,148.9070134,0.366836555,0.744761905,26.50812149,18.92481804
SHOWERS REEF,Flank2,-19.50662705,148.8911549,0.361104444,0.97,26.19913769,18.92481804
SHRIMP REEF,Flank1,-18.94427372,148.0788835,0.257110581,0.938461538,26.58139324,19.4681263
SHRIMP REEF,Front,-18.94886118,148.0892267,0.574554875,1,26.57071304,19.4681263
SHRIMP REEF,Back,-18.9528816,148.0818909,0.165981792,0.64627907,26.51997375,19.4681263
SHRIMP REEF,Flank2,-18.96584392,148.0761864,0.354968667,0.97,26.60241032,19.4681263
SIR CHARLES HARDY ISLANDS (1),Flank1,-11.9002179,143.4664911,0.075185727,0.723125,27.25661564,20.47084618
SIR CHARLES HARDY ISLANDS (1),Flank2,-11.9063102,143.473712,0.174312375,0.993333333,27.2396698,20.47084618
SIR CHARLES HARDY ISLANDS (1),Back,-11.90680027,143.4665235,0.0809252,0.9325,27.23759079,20.47084618
SIR CHARLES HARDY ISLANDS (1),Front,-11.90032975,143.4745486,0.23714897,0.988888889,27.25542545,20.47084618
SIR CHARLES HARDY ISLANDS (2),Flank2,-11.9229032,143.4825377,0.106718497,1,27.24549198,14.95390797
SIR CHARLES HARDY ISLANDS (2),Back,-11.91997483,143.475411,0.055932893,0.988181818,27.24549198,14.95390797
SIR CHARLES HARDY ISLANDS (2),Flank1,-11.91361243,143.4786163,0.110400997,0.860769231,27.2396698,14.95390797
SIR CHARLES HARDY ISLANDS (2),Front,-11.91768355,143.4857953,0.21782957,0.997692308,27.2478447,14.95390797
SLATE REEF,Back,-19.67395652,149.9267698,0.421996891,0.983333333,26.26883221,15.83455181
SLATE REEF,Flank1,-19.66385234,149.9174347,0.329696238,0.982666667,25.90047741,15.83455181
SLATE REEF,Front,-19.66560188,149.9292079,0.570610523,0.997857143,25.87007332,15.83455181
SLATE REEF,Flank2,-19.67769722,149.9334965,0.541856319,0.996666667,26.26890755,15.83455181
SMALL LAGOON REEF,Flank2,-21.87980517,152.5161352,0.246459037,0.82,25.6169138,16.41741562
SMALL LAGOON REEF,Front,-21.87437698,152.5223172,0.543748617,0.973636364,25.62070656,16.41741562
SMALL LAGOON REEF,Back,-21.8746401,152.512475,0.159956664,0.416590909,24.98659801,16.41741562
SMALL LAGOON REEF,Flank1,-21.86758508,152.5144041,0.29859069,0.677317073,25.6239748,16.41741562
SNAKE (22088),Front,-22.03480772,152.1475531,0.816680819,1,25.51129055,15.94501781
SNAKE (22088),Back,-22.02791774,152.1592892,0.270176098,0.248,25.50555992,15.94501781
SNAKE (22088),Flank1,-22.02860082,152.1900256,0.651704356,1,25.51959133,15.94501781
SNAKE (22088),Flank2,-22.02779154,152.110363,0.538237169,0.670869565,25.56873131,15.94501781
SOUTH DIRECTION REEF (NORTH),Back,-14.81656534,145.5233161,0.190411039,0.38625,26.88349628,20.03765678
SOUTH DIRECTION REEF (NORTH),Flank1,-14.81671118,145.5265609,0.184323784,0.883571429,26.90713024,20.03765678
SOUTH DIRECTION REEF (NORTH),Front,-14.83076235,145.5250307,0.297343269,0.991666667,26.89410496,20.03765678
SOUTH DIRECTION REEF (NORTH),Flank2,-14.82610047,145.5202096,0.076761628,0.4975,26.89410496,20.03765678
ST CRISPIN REEF,Back,-16.10174091,145.8449385,0.268602178,0.222694805,26.87089348,21.42135239
ST CRISPIN REEF,Flank2,-16.12535585,145.8443546,0.693295956,0.944057971,26.86656189,21.42135239
ST CRISPIN REEF,Front,-16.10597702,145.8603205,0.695788205,0.985701754,27.0718441,21.42135239
ST CRISPIN REEF,Flank1,-16.08115726,145.8577882,0.61057888,0.994590164,26.9523325,21.42135239
STARTLE (EAST),Back,-15.20832527,145.5852256,0.223701134,0.28969697,26.81575584,17.3005085
STARTLE (EAST),Front,-15.21570301,145.5952048,0.336671978,0.979411765,26.85993099,17.3005085
STARTLE (EAST),Flank1,-15.20850044,145.5958012,0.158115614,0.891111111,26.85993099,17.3005085
STARTLE (EAST),Flank2,-15.21304229,145.5809591,0.167650133,0.670967742,26.81575584,17.3005085
SWINGER REEF,Flank2,-15.24687876,145.5316877,0.165183466,0.7125,26.81295395,16.84604454
SWINGER REEF,Front,-15.24657113,145.5386905,0.211546279,0.763076923,26.82988739,16.84604454
SWINGER REEF,Flank1,-15.2413735,145.5378258,0.335788876,0.726,26.82988739,16.84604454
SWINGER REEF,Back,-15.24178781,145.5312224,0.148829527,0.443333333,26.81295395,16.84604454
TAYLOR REEF,Flank2,-17.84342843,146.5538346,NA,0.691428571,26.82672596,17.35222435
TAYLOR REEF,Back,-17.82801025,146.5642745,NA,0.198595041,26.92756462,17.35222435
TAYLOR REEF,Flank1,-17.81238463,146.5659037,NA,0.586153846,26.90889931,17.35222435
TAYLOR REEF,Front,-17.82637352,146.5717278,NA,0.996125,26.92756462,17.35222435
TERN REEF(20309),Flank1,-20.90861679,150.0403078,0.520181775,0.977142857,26.35167789,17.24075699
TERN REEF(20309),Flank2,-20.90979347,150.0265702,0.252382964,0.515151515,25.98105049,17.24075699
TERN REEF(20309),Back,-20.90067844,150.0320179,0.411087424,0.768823529,26.04331017,17.24075699
TERN REEF(20309),Front,-20.91838335,150.0346821,0.334935054,0.927916667,26.02566528,17.24075699
THETFORD REEF,Front,-16.81399855,146.1896494,0.533048689,0.912941176,27.0508852,20.641819
THETFORD REEF,Back,-16.80222748,146.1883626,0.301639736,0.55578125,26.9735899,20.641819
THETFORD REEF,Flank2,-16.81121091,146.178017,0.234581962,0.718666667,26.98708344,20.641819
THETFORD REEF,Flank1,-16.80200432,146.1992897,0.663503349,0.9924,27.06390476,20.641819
TURNER REEF,Back,-21.71246742,152.5459908,0.345276177,0.893170732,25.68274117,16.69441414
TURNER REEF,Front,-21.72510359,152.5699256,0.921487316,0.999333333,25.68405437,16.69441414
TURNER REEF,Flank1,-21.7059637,152.5672451,0.78904745,0.996875,25.66249943,16.69441414
TURNER REEF,Flank2,-21.72829846,152.5497746,0.277077295,0.916595745,25.69389057,16.69441414
TYDEMAN REEF,Back,-13.98293239,144.5011744,0.126530914,0.776,26.940938,21.5045929
TYDEMAN REEF,Flank1,-13.97046045,144.5203701,0.260371216,0.888181818,26.96238804,21.5045929
TYDEMAN REEF,Flank2,-13.99207415,144.5237438,0.239097297,0.805,26.8110218,21.5045929
TYDEMAN REEF,Front,-13.97836016,144.5415936,0.233282581,0.976315789,26.85281658,21.5045929
VIPER REEF,Back,-18.87264814,148.14665,0.192181297,0.568333333,26.67489624,21.21095848
VIPER REEF,Flank1,-18.86813522,148.1514642,0.486013636,0.954666667,26.67489624,21.21095848
VIPER REEF,Flank2,-18.87757562,148.1452665,0.295274653,0.961666667,26.67568684,21.21095848
VIPER REEF,Front,-18.87618243,148.1543628,0.51664938,1,26.67489624,21.21095848
VLASOFF REEF,Back,-16.64671033,145.9983287,0.263602465,0.064074074,27.0120573,18.32446861
VLASOFF REEF,Flank1,-16.63995929,146.0074854,0.437993459,0.8075,27.04454899,18.32446861
VLASOFF REEF,Flank2,-16.65700769,145.9892563,0.412078008,0.025,26.92633057,18.32446861
VLASOFF REEF,Front,-16.6535703,146.0030317,0.252345324,0.584883721,27.0120573,18.32446861
WADE REEF,Back,-21.98397999,152.6398268,0.263965301,0.897777778,25.578475,15.79623604
WADE REEF,Flank1,-21.98144287,152.6518171,0.515604794,0.991818182,25.56524086,15.79623604
WADE REEF,Flank2,-21.98935127,152.644374,0.360767946,0.861176471,25.58273792,15.79623604
WADE REEF,Front,-21.98774485,152.656323,0.594486192,1,25.56455803,15.79623604
WANSFELL REEF,Back,-19.49941049,149.1150869,0.127190467,0.874,26.17096329,19.27715874
WANSFELL REEF,Flank1,-19.48131768,149.1161176,0.357711822,0.947,26.34608459,19.27715874
WANSFELL REEF,Flank2,-19.52124609,149.1247807,0.275174193,0.9675,26.16476822,19.27715874
WANSFELL REEF,Front,-19.49819305,149.1233738,0.350379542,0.657142857,26.15538025,19.27715874
WARDLE REEF,Back,-17.44328874,146.5472525,0.360119566,0.786276596,26.95742035,20.25926971
WARDLE REEF,Flank1,-17.44792759,146.5557693,0.74390161,1,27.01183414,20.25926971
WARDLE REEF,Flank2,-17.45382774,146.5228349,0.397994258,0.837083333,26.96946335,20.25926971
WARDLE REEF,Front,-17.45745707,146.5349751,0.426522985,0.994166667,26.96946335,20.25926971
WHEELER REEF,Back,-18.79641293,147.5228392,0.216604859,0.688823529,27.33808422,21.43477249
WHEELER REEF,Flank1,-18.79375369,147.5316485,0.379919216,0.947777778,27.33808422,21.43477249
WHEELER REEF,Flank2,-18.80364118,147.5265557,0.25969404,1,26.81669235,21.43477249
WHEELER REEF,Front,-18.80019742,147.5342565,0.575125784,0.986666667,26.81588459,21.43477249
WRECK ISLAND REEF,Back,-23.32346859,151.964981,0.373298526,0.772,24.76502037,13.27925396
WRECK ISLAND REEF,Flank1,-23.32651652,151.9812561,0.801009268,1,24.67540073,13.27925396
WRECK ISLAND REEF,Flank2,-23.33490967,151.9523401,0.421430469,0.714375,24.7903595,13.27925396
WRECK ISLAND REEF,Front,-23.33727686,151.9680552,0.630202204,1,24.74083042,13.27925396
YONGE REEF,Back,-14.60051154,145.6213442,NA,0.26920354,26.81759834,23.15904427
YONGE REEF,Flank1,-14.57480497,145.6132067,NA,0.931,26.82206154,23.15904427
YONGE REEF,Flank2,-14.62294664,145.6247002,NA,0.956666667,26.85181713,23.15904427
YONGE REEF,Front,-14.59629121,145.6305058,NA,0.999222222,26.85030746,23.15904427
